StudyHours,Attendance,PreviousMarks,SleepHours,FinalMarks
8.7,72.8,55.6,8.8,69.5
6.9,53.4,68.8,8.7,69.5
5.7,72.8,55.0,7.0,69.7
6.6,81.6,62.4,5.5,67.2
5.2,78.3,61.2,6.1,72.1
5.6,79.8,60.0,6.5,73.5
6.3,66.1,84.7,6.7,82.1
7.2,69.9,55.2,5.4,56.1
5.9,53.0,45.6,5.0,51.9
4.3,76.4,74.3,7.2,75.9
9.9,67.0,61.6,7.3,90.2
1.9,67.9,57.5,5.9,67.6
2.1,91.9,57.2,5.6,62.5
6.0,80.9,64.0,6.3,73.8
3.0,58.3,60.2,8.3,49.7
3.8,69.5,89.3,8.0,86.2
7.7,78.5,81.8,4.4,70.2
3.9,82.6,51.3,8.1,69.4
7.6,61.0,52.1,5.6,61.1
4.7,64.5,53.3,6.0,56.1
3.3,60.5,69.3,5.8,62.7
3.7,90.2,79.2,9.8,70.1
3.4,63.8,81.3,6.0,69.9
3.1,79.3,73.7,5.7,65.3
2.9,67.2,63.3,7.4,76.8
6.1,63.7,57.4,6.1,69.6
5.5,90.4,54.2,6.1,68.9
2.1,85.3,57.3,6.1,60.5
1.7,66.7,64.8,6.5,59.9
6.8,76.8,55.6,6.6,73.0
6.6,60.1,32.6,6.2,51.4
6.7,96.8,98.0,8.2,89.3
4.2,62.6,53.2,6.4,46.7
8.6,77.4,70.8,5.4,69.8
6.3,61.2,30.0,6.0,65.5
1.9,71.2,61.2,7.4,51.0
8.2,80.3,75.4,5.2,76.7
3.3,76.6,73.5,3.9,62.8
6.6,62.9,62.7,6.7,62.8
9.7,52.1,36.0,7.2,61.8
7.5,66.6,62.3,6.0,70.8
6.5,92.5,59.8,8.4,74.8
5.6,68.6,80.9,9.0,70.3
6.2,75.7,68.0,6.2,86.3
7.3,84.6,45.6,9.1,60.4
0.6,85.9,52.0,4.9,48.6
4.7,89.5,67.9,6.2,77.8
4.7,76.4,72.0,4.5,61.9
4.7,75.4,86.3,8.5,73.9
4.0,71.1,61.6,7.1,66.4
1.7,69.0,44.0,7.2,60.6
4.6,55.3,60.8,5.9,64.6
7.5,90.2,62.8,6.4,83.8
4.1,69.5,59.1,8.0,73.9
7.3,82.9,77.0,7.4,77.8
5.0,95.5,90.5,6.5,90.7
2.4,68.8,73.3,7.4,70.8
4.6,75.8,75.9,8.3,76.3
1.0,66.8,58.0,6.8,59.1
4.5,89.0,70.1,7.6,82.4
3.4,76.7,98.0,8.1,93.1
7.6,79.4,60.2,7.9,77.0
5.8,67.5,54.5,8.1,68.7
6.8,75.8,59.3,7.2,68.9
1.9,81.0,62.3,4.3,64.4
2.8,78.4,72.7,8.0,73.0
4.9,83.5,41.2,6.5,61.9
5.0,72.6,34.8,6.7,65.4
2.7,59.7,44.2,6.6,53.2
3.2,66.8,71.5,9.2,79.2
8.3,61.2,67.1,4.6,61.9
4.2,54.5,54.6,5.9,57.4
4.2,62.6,65.4,6.7,70.8
6.2,79.6,62.8,7.6,82.9
8.5,61.8,48.2,6.1,50.2
0.5,71.2,62.0,8.7,50.9
2.3,68.0,69.9,5.6,57.3
4.2,70.7,81.3,5.8,80.1
6.5,87.5,87.0,7.1,84.8
0.9,61.2,61.3,8.4,50.4
6.6,83.3,82.9,7.6,83.7
6.2,74.7,92.9,6.0,79.1
3.4,73.7,72.2,5.1,59.5
4.6,65.3,82.9,8.9,68.2
8.3,59.1,54.1,9.1,70.5
9.5,64.8,76.8,6.7,85.8
8.6,66.5,63.4,7.2,83.2
3.8,60.4,68.8,7.1,63.2
3.5,81.9,48.4,7.2,65.8
2.4,86.1,56.2,7.3,67.3
6.9,54.3,64.2,7.7,65.2
2.4,76.1,75.6,5.9,75.0
3.2,63.9,69.6,6.3,63.1
7.3,47.2,52.3,7.9,55.1
4.5,59.5,67.0,6.6,64.0
3.8,69.2,95.0,6.0,84.4
7.7,57.1,40.2,6.9,61.9
4.1,77.8,97.0,6.6,77.9
7.9,79.7,83.8,8.1,85.3
2.8,67.3,50.8,7.2,65.1
4.7,71.4,62.5,8.0,65.8
6.5,70.7,32.1,7.4,56.5
5.0,73.4,48.0,6.8,74.3
4.8,89.2,50.8,4.6,62.1
2.0,67.8,79.4,6.8,63.7
2.8,80.4,72.4,6.1,74.6
2.1,55.1,52.1,7.5,55.4
8.2,68.5,54.7,5.3,52.9
3.6,69.7,71.8,7.8,75.0
9.4,57.2,31.9,7.1,63.9
7.1,72.8,82.6,7.6,85.9
3.6,71.3,60.2,7.0,59.6
2.7,64.8,53.1,6.3,56.7
4.1,82.3,71.0,8.7,79.2
5.9,73.0,72.6,8.4,82.6
6.6,73.5,85.0,8.5,79.1
6.9,69.5,60.2,7.9,70.7
2.5,69.6,42.4,5.1,43.1
5.2,87.1,69.9,7.2,85.2
4.5,72.8,41.8,7.7,58.3
8.4,69.8,52.7,7.6,68.8
7.5,46.8,44.9,5.4,50.1
8.7,53.6,84.8,6.1,72.3
5.9,60.8,61.3,6.0,55.6
5.4,53.2,61.7,5.4,58.2
5.6,67.9,67.7,7.8,66.0
5.5,45.0,64.0,6.5,57.2
4.0,84.8,69.7,5.8,73.7
7.3,59.1,45.0,6.7,52.2
6.4,67.9,38.0,4.7,56.8
6.1,95.6,85.0,7.5,83.2
3.6,67.8,96.5,6.7,87.9
7.9,76.5,98.0,6.6,88.1
8.8,65.9,87.2,8.1,86.9
5.2,100.0,92.4,5.9,84.4
8.2,69.7,98.0,5.6,91.7
4.3,54.1,54.5,6.3,61.9
4.3,77.4,64.2,6.1,66.6
1.2,77.3,95.7,6.3,75.3
3.5,86.5,92.7,10.0,78.7
0.5,58.9,83.7,5.2,38.6
3.6,77.3,96.7,7.6,84.5
4.5,85.9,74.3,5.9,81.0
10.0,73.0,77.0,5.7,73.8
6.2,62.8,71.3,5.7,68.5
3.8,69.4,93.4,8.5,73.3
6.9,75.4,54.6,8.3,66.9
3.8,65.7,73.9,8.6,66.7
2.7,72.5,69.2,8.3,70.7
2.7,68.9,35.2,8.4,43.9
5.0,73.5,59.7,8.0,61.2
8.5,80.0,89.8,7.6,90.5
8.1,60.3,45.7,8.3,61.1
3.7,62.2,30.0,6.7,53.0
6.2,83.9,78.1,4.5,73.0
6.5,79.4,98.0,7.2,91.7
4.2,61.9,30.0,8.7,50.9
2.7,71.5,40.3,5.4,47.2
6.2,86.3,73.1,7.6,84.4
0.5,78.6,66.5,7.1,54.6
5.4,70.9,82.4,5.0,79.1
3.4,78.1,74.4,6.0,73.0
0.5,73.7,54.6,6.4,62.6
9.5,73.0,71.6,3.3,58.2
6.8,79.4,59.0,5.6,76.9
2.6,83.6,59.0,6.8,64.0
5.2,66.1,80.8,7.6,79.7
4.3,74.5,78.3,6.5,75.8
5.1,68.8,68.7,5.0,70.3
5.1,82.4,67.7,4.7,67.2
0.5,78.5,62.0,7.1,61.2
3.4,69.4,55.1,6.1,58.9
3.2,76.6,54.3,5.8,71.6
3.6,49.8,79.4,7.3,69.1
6.4,80.5,42.6,7.4,74.9
8.6,76.4,71.8,7.9,77.2
6.3,63.5,74.5,7.4,67.6
4.0,72.9,63.2,7.4,73.3
8.0,72.6,64.5,7.2,77.9
5.4,75.9,50.6,8.6,66.7
6.1,45.5,37.8,6.1,54.2
4.8,68.3,66.7,5.9,68.2
4.1,64.2,56.2,6.7,67.9
8.3,82.0,63.1,7.6,82.6
5.3,81.1,69.9,8.2,79.9
5.1,79.9,59.6,6.8,68.9
7.0,82.3,67.5,7.2,82.7
2.9,71.1,84.1,8.7,70.3
6.0,46.9,54.6,4.7,50.1
3.7,80.0,73.8,6.8,69.8
3.7,72.0,56.8,6.7,56.6
7.1,78.7,82.0,8.4,79.4
10.0,46.5,59.6,6.1,73.2
8.7,79.2,46.4,6.4,65.7
4.9,45.0,62.9,8.1,61.2
6.2,75.7,60.7,4.7,66.4
5.5,58.9,98.0,9.5,84.7
4.8,71.3,57.3,6.0,65.3
3.3,70.7,60.8,5.3,61.0
4.8,74.8,90.7,8.0,81.7
7.1,74.2,93.0,5.7,84.1
4.0,69.9,69.1,6.2,70.3
5.8,69.9,74.4,6.8,76.5
10.0,69.8,62.0,6.7,80.7
8.0,67.8,71.6,6.2,82.4
5.7,57.7,60.0,5.5,65.4
1.5,63.5,47.1,10.0,37.4
7.3,83.7,65.1,7.8,77.6
5.9,84.0,85.3,7.2,84.5
7.6,82.8,51.4,5.5,65.8
5.1,69.3,62.8,8.2,65.3
3.7,82.9,52.3,5.4,60.1
6.9,87.9,60.0,8.2,82.1
4.8,63.9,79.2,5.7,70.5
8.1,73.2,75.3,5.1,75.5
6.3,68.3,46.3,6.5,67.0
5.9,47.9,50.6,9.1,51.6
2.4,73.3,83.3,5.5,70.1
1.2,53.3,58.9,5.9,51.2
5.4,64.0,64.9,8.3,71.3
2.9,80.9,63.2,6.7,66.9
0.5,62.2,46.4,9.5,38.1
6.7,74.0,88.8,6.1,84.7
6.9,79.4,74.8,6.2,77.4
6.9,72.7,41.1,8.8,65.3
7.1,47.9,53.5,4.4,48.4
5.0,68.7,61.6,7.2,55.6
6.6,45.0,65.2,6.0,52.1
7.4,61.3,52.8,6.9,68.8
7.0,71.5,82.7,7.6,75.4
7.5,56.3,87.1,4.7,72.7
5.0,71.6,92.9,7.8,81.2
4.8,76.4,92.3,6.3,77.6
3.7,64.4,55.6,6.1,72.2
6.0,69.4,49.5,7.7,65.7
5.5,74.9,61.4,6.6,62.5
3.4,55.2,58.0,7.0,61.4
7.2,67.6,91.7,7.1,89.1
1.4,59.2,73.6,7.4,58.5
5.1,52.6,50.3,9.0,55.1
2.3,70.1,73.9,8.0,62.0
7.0,66.0,65.3,5.3,71.2
0.5,62.0,52.4,9.7,47.8
3.7,54.8,53.5,7.9,47.7
2.5,90.9,62.9,7.1,82.6
6.3,72.9,74.5,6.3,84.0
4.0,45.6,59.0,5.7,54.1
6.5,83.8,61.1,7.1,76.2
4.9,45.0,49.1,8.0,55.2
4.7,74.4,57.0,9.2,72.4
2.4,81.3,79.4,7.9,76.4
6.2,77.3,74.1,10.0,73.2
7.0,66.5,79.0,7.9,81.2
4.4,63.1,90.0,7.3,82.8
3.6,85.8,67.7,5.5,72.1
4.9,76.3,63.8,6.6,71.0
4.6,66.4,65.4,6.5,72.7
5.4,97.5,67.9,6.2,94.9
6.4,82.8,71.2,7.6,83.2
1.8,71.9,48.5,6.8,51.8
6.2,74.8,70.4,7.2,73.4
7.3,80.5,61.1,5.2,59.9
7.5,80.9,54.1,5.4,68.5
8.7,79.1,92.5,7.7,88.9
5.2,70.0,62.2,8.2,71.8
0.5,49.0,30.0,7.2,36.3
6.6,59.1,69.2,7.7,65.1
8.5,66.7,43.0,8.7,68.5
3.8,79.0,54.1,6.0,52.7
5.2,62.7,66.5,4.0,59.4
5.4,77.8,30.0,6.6,61.8
6.5,68.7,50.3,3.0,46.3
8.2,67.6,64.7,5.1,63.3
3.9,83.8,36.3,6.4,59.5
10.0,75.6,74.5,6.8,82.0
1.5,64.0,56.6,7.1,60.5
8.2,58.9,55.8,4.7,46.9
5.5,48.9,47.7,6.5,55.6
7.1,64.3,82.3,8.7,76.3
7.3,68.8,76.1,4.6,59.2
3.7,58.5,59.1,6.7,65.4
4.1,59.2,58.9,6.0,55.7
3.3,67.2,40.8,8.3,47.4
2.8,90.5,56.9,6.7,61.6
5.0,85.5,44.8,7.2,57.8
7.6,84.7,70.4,7.5,76.3
1.1,78.7,69.7,5.5,66.5
7.0,53.4,78.1,6.8,78.6
6.7,76.3,55.5,6.3,70.7
4.5,88.4,55.3,5.8,65.1
2.1,79.3,66.9,9.4,66.0
5.2,69.9,72.0,6.8,79.2
4.0,79.2,64.9,7.3,67.2
4.7,62.7,83.2,6.6,72.8
8.3,67.8,75.8,5.4,74.1
4.7,73.3,53.4,6.8,72.5
3.1,75.6,55.2,7.1,57.5
8.8,67.5,55.1,6.6,80.7
8.5,65.9,68.3,7.1,73.2
0.8,67.5,72.1,8.2,66.3
5.0,79.2,92.6,8.1,87.6
5.1,73.2,89.6,6.1,83.5
5.8,75.8,41.8,7.6,65.3
4.1,83.9,88.0,6.2,76.8
7.5,59.2,73.3,8.3,70.0
6.9,69.8,62.2,8.8,62.3
1.8,66.1,60.2,6.4,60.8
10.0,50.8,60.8,6.6,71.2
4.3,70.7,48.5,4.5,48.9
6.0,95.1,76.9,8.3,84.9
8.6,82.9,63.7,8.1,74.5
4.4,73.2,64.0,7.5,74.7
4.6,92.5,80.0,5.2,80.8
7.1,68.5,93.3,7.6,86.6
0.5,58.9,65.1,5.6,48.0
4.2,71.2,81.5,5.8,77.6
6.7,85.8,85.4,4.8,79.3
2.2,87.8,94.2,6.9,83.7
5.0,45.0,53.6,6.0,51.6
4.9,67.6,59.7,5.9,63.9
0.5,69.8,38.6,6.6,50.3
7.2,76.2,49.1,3.0,47.6
4.3,63.3,30.0,3.8,45.8
8.3,60.5,69.3,4.2,55.1
5.0,86.4,30.5,7.9,63.2
5.8,72.2,73.6,7.0,73.1
5.2,73.2,64.3,5.0,59.2
6.6,68.8,81.2,5.3,68.0
3.3,65.4,52.3,8.7,60.0
0.5,79.0,92.7,8.4,62.6
9.8,61.2,68.5,8.2,73.0
6.9,72.6,63.1,6.8,68.2
7.5,68.3,54.2,7.2,65.9
7.2,66.8,74.7,10.0,70.4
5.0,62.9,77.0,7.0,72.3
7.0,71.3,98.0,4.2,81.3
0.5,66.2,82.1,6.9,62.9
4.4,95.8,75.9,5.9,73.6
3.9,76.2,68.0,8.0,73.9
4.0,59.3,65.6,3.8,54.7
6.1,72.3,65.4,7.3,73.2
3.7,53.3,65.7,7.1,58.8
5.7,64.0,77.9,7.0,79.7
0.6,80.4,78.5,8.6,74.3
2.9,71.8,57.8,4.5,51.2
2.7,64.5,56.9,6.0,58.4
6.3,74.8,53.4,9.9,70.9
5.7,63.1,68.6,7.3,68.7
4.7,55.0,76.8,7.7,68.7
3.1,67.9,61.9,8.5,58.0
3.0,75.7,69.8,7.1,65.0
4.0,59.5,85.9,5.4,62.6
5.8,80.1,88.9,6.0,88.6
2.8,77.7,52.6,6.2,65.7
2.9,79.1,78.0,6.4,74.3
0.5,84.5,52.3,6.0,51.5
5.7,48.0,30.0,6.9,58.8
6.2,78.7,88.2,6.9,77.3
5.9,68.1,44.1,7.2,58.3
7.3,89.9,79.1,7.9,85.5
6.4,74.2,81.1,7.3,80.9
6.9,67.1,52.1,6.1,71.3
8.3,68.1,76.1,6.0,87.0
3.2,70.8,71.5,6.9,68.3
2.9,64.6,46.1,7.8,63.4
4.3,87.8,46.6,5.7,68.8
4.0,68.0,58.3,5.9,67.0
6.1,52.1,60.7,5.3,54.6
0.5,58.3,82.9,7.8,59.1
5.4,65.7,61.7,6.0,74.9
6.0,72.0,42.9,5.9,56.0
4.0,60.4,80.3,8.2,71.8
3.3,86.9,38.0,6.5,61.6
1.5,94.9,74.4,8.1,77.6
7.0,79.1,62.9,4.9,76.6
4.0,52.9,41.6,9.5,48.0
4.3,87.1,64.5,5.5,68.7
9.7,73.9,85.6,7.3,86.6
3.5,59.9,65.8,10.0,64.7
8.7,64.5,77.9,7.9,91.1
3.1,56.4,92.5,5.7,65.6
9.7,63.9,69.9,8.8,77.3
4.6,92.3,94.3,4.4,79.5
5.0,71.0,55.3,7.1,69.8
3.7,72.2,46.8,7.3,66.2
4.4,63.9,46.6,6.3,63.6
3.2,61.7,54.2,8.4,56.2
5.0,94.7,71.9,8.4,90.0
6.7,72.1,80.4,5.1,71.6
3.0,95.5,55.9,5.9,62.8
7.6,73.0,73.4,7.5,72.3
4.3,84.6,52.9,8.5,67.2
2.6,64.2,50.5,6.3,56.9
5.1,52.1,72.7,6.2,63.5
8.1,63.7,67.0,8.1,81.3
5.0,57.3,57.6,6.8,59.9
3.8,66.9,47.4,7.9,63.3
6.2,57.4,81.5,5.9,66.9
4.1,81.9,58.6,9.0,70.8
5.9,83.0,59.1,5.7,81.3
3.2,70.8,68.9,8.5,70.6
7.0,65.3,74.4,7.9,73.2
1.1,73.8,43.7,7.2,49.9
7.8,68.0,83.3,5.9,82.6
6.3,61.8,95.9,10.0,78.3
5.1,79.6,65.9,4.8,74.0
7.1,60.5,35.0,6.2,53.7
2.6,61.8,78.2,7.4,67.0
5.6,74.8,46.3,6.4,63.2
4.5,85.3,72.1,7.9,80.7
3.3,72.5,78.2,6.4,74.1
7.3,68.3,92.3,6.2,85.1
2.7,82.6,87.7,6.3,84.6
3.2,56.5,67.1,7.9,68.8
6.8,99.7,65.3,6.4,78.3
3.6,71.8,50.4,9.2,67.8
3.7,57.3,74.5,8.6,63.7
5.5,78.2,81.8,6.0,78.9
3.1,82.8,67.8,6.7,71.5
2.3,60.6,74.9,7.9,57.0
2.0,71.0,84.3,6.4,72.7
6.5,69.0,57.0,6.5,63.9
8.6,86.3,60.5,3.8,70.8
3.9,81.7,68.8,4.7,69.9
1.8,51.2,50.9,7.8,51.6
4.3,79.8,76.7,6.9,74.3
5.8,57.9,61.8,8.3,62.1
5.9,74.2,84.2,4.7,64.8
3.6,79.8,67.2,9.2,73.3
10.0,68.3,51.4,4.6,64.9
7.7,77.8,60.2,6.1,80.5
7.4,75.7,98.0,5.9,85.1
7.6,79.2,62.3,6.5,84.8
4.3,83.6,88.0,6.2,77.4
6.8,57.6,79.2,5.3,76.4
7.5,86.0,65.3,8.5,87.8
2.7,56.4,67.2,4.3,46.9
4.6,63.4,66.0,7.6,66.7
2.7,66.8,48.2,6.6,64.1
8.1,90.6,60.9,5.8,68.9
3.9,83.7,64.2,8.2,78.8
6.3,60.1,53.4,7.0,61.3
1.5,68.4,59.7,8.0,55.9
2.7,64.5,30.0,9.2,43.1
3.2,73.6,48.5,6.0,61.8
8.5,50.2,49.4,7.2,62.5
7.1,76.1,64.9,5.7,72.3
5.2,66.6,57.4,7.0,70.7
2.2,53.0,72.3,6.5,70.7
3.6,65.6,52.2,6.3,60.6
3.7,78.6,86.0,10.0,74.3
3.8,85.6,56.3,9.2,62.3
8.3,75.6,86.5,9.0,82.0
3.1,56.0,84.1,6.0,70.7
5.3,68.1,65.5,7.7,74.7
5.3,94.3,81.4,6.3,88.1
6.9,59.3,47.8,6.6,56.2
7.1,67.2,42.7,8.2,64.6
5.3,73.3,95.1,3.6,69.1
3.4,90.7,77.8,7.6,85.1
5.5,45.0,65.2,7.9,58.6
0.5,55.6,61.2,8.3,50.2
4.7,83.9,89.0,6.9,87.5
7.7,76.0,79.5,6.2,76.7
2.3,72.3,64.0,5.3,62.7
4.1,67.1,58.9,9.0,70.4
6.5,60.8,46.4,7.6,62.7
3.5,59.2,47.9,7.4,66.3
4.6,56.1,54.7,8.3,52.6
3.8,71.2,86.8,4.9,75.7
3.0,71.7,62.4,6.6,62.2
1.6,61.7,63.5,10.0,45.7
0.7,49.1,67.7,7.1,53.3
5.0,77.6,83.9,5.8,86.8
5.4,57.1,78.9,7.1,71.3
4.8,81.7,76.6,6.6,86.6
1.7,73.0,79.0,7.4,73.1
3.4,67.8,30.0,6.7,46.3
4.0,86.4,62.8,8.3,68.0
6.0,71.7,76.4,6.9,81.2
5.2,47.7,30.0,4.3,37.4
3.5,59.9,64.2,7.4,69.4
3.1,60.9,50.6,3.9,46.4
3.4,84.3,79.0,5.4,73.7
5.9,73.7,77.4,8.4,74.2
4.5,89.1,61.7,5.4,66.7
2.7,72.2,50.9,7.4,56.3
4.7,68.9,33.1,7.7,52.7
8.1,73.1,53.3,6.5,73.9
7.0,50.8,60.2,7.9,70.2
6.9,76.8,62.3,8.8,79.2
5.4,54.4,66.0,7.3,70.8
10.0,71.9,85.3,4.0,75.8
4.3,45.3,53.0,5.1,50.4
1.7,83.5,65.5,8.2,67.1
2.4,67.1,80.4,5.4,59.1
3.9,88.8,72.2,7.8,69.0
1.9,78.4,67.7,6.7,70.2
5.1,80.8,30.0,7.9,57.3
4.3,72.5,39.2,7.0,65.1
5.6,94.8,76.4,6.0,81.6
1.9,83.1,71.2,7.0,78.6
6.0,80.6,61.4,8.1,69.9
1.4,68.4,52.9,6.6,56.5
6.9,78.8,91.8,8.2,85.1
4.8,98.7,62.5,8.5,83.0
4.9,70.4,42.8,7.4,57.2
4.4,61.8,48.2,8.5,69.0
3.2,83.5,85.9,6.5,80.1
6.4,75.5,55.5,7.5,76.9
3.2,79.2,51.4,5.8,64.3
5.4,78.6,83.2,7.3,82.8
4.5,52.6,48.1,7.1,57.0
6.4,68.9,75.1,6.6,86.8
5.8,98.3,66.2,6.6,76.3
2.6,54.9,43.4,7.5,48.5
4.9,85.8,67.8,9.7,65.9
7.0,63.2,62.7,3.8,47.6
5.5,88.4,63.4,5.2,65.5
3.4,66.3,90.1,8.9,80.5
2.0,61.5,84.1,7.2,70.6
1.3,88.6,70.5,8.1,62.8
3.5,66.2,77.8,6.2,62.2
6.7,60.8,65.6,7.6,80.7
8.2,77.1,70.5,5.7,66.4
10.0,53.4,68.0,8.1,86.6
4.0,76.7,65.9,8.1,64.2
1.1,55.3,30.0,8.9,44.3
6.7,82.3,44.0,4.7,59.9
2.1,77.7,56.3,6.9,58.5
4.0,68.5,72.1,6.7,81.8
6.2,56.6,58.7,6.6,57.7
4.8,70.7,98.0,7.2,94.0
9.1,69.5,39.8,6.6,59.5
7.7,71.1,55.7,6.1,75.1
3.5,49.4,43.5,8.9,50.6
7.5,74.0,69.3,5.8,76.3
3.0,91.9,52.5,5.9,68.6
5.5,74.1,66.2,5.5,79.0
4.1,88.3,78.4,7.5,81.5
5.8,86.5,81.9,4.9,88.4
6.1,63.9,73.3,4.9,74.0
5.1,64.0,42.9,8.3,59.8
5.1,71.1,74.5,7.1,74.2
5.0,57.0,39.7,6.7,54.6
3.8,58.9,60.1,6.6,62.0
2.9,68.7,70.9,5.2,77.4
5.8,61.2,48.1,7.3,65.3
5.0,71.9,58.4,6.6,69.2
5.3,72.1,80.8,8.3,83.4
7.5,52.5,88.8,7.4,74.8
3.3,83.2,68.8,7.6,77.5
5.3,65.9,48.9,5.9,56.3
6.4,79.3,63.0,5.7,76.1
3.9,48.8,52.5,8.5,59.3
4.1,65.0,65.0,7.1,61.4
1.9,66.6,59.8,5.9,59.9
3.0,66.3,65.1,9.0,58.4
5.2,64.7,68.8,7.6,63.5
8.9,84.3,64.9,6.2,80.9
4.3,88.6,98.0,6.2,90.5
5.4,80.8,49.8,7.6,67.3
4.3,86.1,55.6,6.5,69.1
3.8,58.1,67.9,6.2,68.8
0.5,46.9,51.7,5.1,43.0
6.2,76.1,65.2,6.9,74.4
8.4,74.1,80.7,7.3,81.2
7.5,60.2,57.5,6.1,62.9
5.7,69.6,69.8,9.3,76.1
3.9,53.2,65.4,7.9,56.7
5.7,75.0,97.1,6.0,86.9
7.6,93.4,47.6,7.9,67.8
6.4,85.0,68.1,5.5,72.3
8.2,61.7,58.2,4.0,60.2
0.5,55.6,45.6,6.3,51.3
7.3,56.2,69.0,8.3,72.4
7.1,84.4,95.5,5.6,87.4
3.6,76.7,68.3,7.2,66.6
1.1,77.1,32.8,7.1,50.4
5.7,67.3,69.9,7.5,77.4
5.7,76.7,91.0,5.7,84.7
6.4,69.2,75.0,6.4,80.0
5.5,82.8,78.7,5.6,75.0
4.4,100.0,73.9,7.6,79.9
0.5,59.7,50.4,8.8,33.9
3.0,55.3,61.0,8.8,59.5
3.0,60.8,50.5,6.9,58.0
5.5,51.3,93.4,6.5,82.1
5.9,77.9,70.3,5.7,80.9
8.0,82.8,77.0,7.1,89.6
5.1,68.2,70.7,7.0,69.7
5.7,77.2,89.5,7.4,100.0
1.6,57.3,48.0,6.7,51.7
5.2,62.5,58.0,6.3,66.3
7.3,80.6,81.7,8.1,85.9
4.1,60.4,62.6,6.3,67.6
2.6,79.1,70.2,8.9,66.2
10.0,62.3,48.5,5.7,61.7
3.2,67.8,62.1,7.2,70.8
4.3,57.4,69.7,6.3,66.3
5.2,71.2,85.0,9.3,82.0
6.2,94.8,73.6,4.2,79.7
0.8,71.8,41.1,6.4,46.0
7.0,64.1,53.4,5.8,64.6
5.4,65.6,50.5,5.6,53.8
5.0,84.6,72.4,6.4,78.3
0.5,73.0,65.8,5.6,50.5
6.4,72.6,67.3,7.1,68.0
2.7,88.5,86.7,7.4,77.2
9.7,83.0,67.1,7.3,85.4
7.9,71.4,59.9,6.5,68.5
5.1,72.5,40.7,6.2,65.5
4.8,67.4,58.7,6.5,67.5
6.4,58.9,82.3,7.0,77.8
6.3,72.6,78.1,7.7,76.8
4.8,67.7,69.5,6.6,73.4
5.0,74.9,66.2,4.9,67.0
3.7,73.1,66.0,5.4,69.1
4.3,71.4,60.9,7.0,65.4
3.4,73.5,50.5,7.2,64.5
10.0,54.2,56.2,5.6,67.0
4.9,83.8,94.1,6.9,84.5
4.1,78.8,78.2,5.6,67.0
5.8,73.7,79.8,5.8,69.1
7.3,72.7,79.4,6.2,79.0
7.0,80.4,75.7,6.3,84.4
4.2,71.2,81.6,8.7,71.5
1.1,70.7,74.4,8.5,48.5
5.6,71.9,35.2,6.1,59.0
4.8,73.2,30.0,6.9,56.7
1.0,70.8,72.4,9.9,64.8
4.1,63.0,45.7,8.4,46.0
4.2,47.7,57.5,6.4,58.3
6.2,59.6,55.9,7.4,69.0
4.7,62.7,62.3,7.7,54.8
5.3,74.6,70.9,6.8,60.7
4.9,90.5,58.4,6.6,73.8
4.6,78.7,70.3,7.6,84.2
3.9,100.0,80.1,9.2,77.4
4.0,79.6,70.3,7.1,78.8
1.7,88.4,54.3,9.5,65.8
3.9,65.0,63.7,6.8,65.5
5.8,96.4,83.8,5.8,84.5
2.4,57.2,62.3,9.7,56.5
2.2,77.9,52.5,5.6,53.5
0.5,70.7,89.8,8.6,65.0
5.6,62.0,37.3,7.4,67.7
3.2,68.6,52.2,5.0,60.2
6.1,74.4,71.9,5.9,69.5
8.5,84.0,65.6,7.5,81.9
2.8,70.7,69.0,7.0,60.2
6.8,89.4,63.1,5.5,75.7
7.0,67.4,52.5,7.5,82.1
6.8,75.1,82.9,6.5,76.2
4.9,85.0,84.6,7.4,90.4
5.8,54.3,77.7,6.7,78.2
2.8,88.1,80.5,6.0,82.2
6.0,50.4,56.1,6.1,70.9
4.3,72.6,69.4,9.1,71.8
4.7,59.6,58.9,5.7,67.2
5.8,64.3,37.9,7.3,55.2
5.1,60.9,74.9,7.8,74.8
5.0,82.9,54.9,8.0,78.9
5.8,86.0,81.8,7.9,85.5
5.2,70.9,46.9,7.7,63.1
1.9,76.2,53.6,8.9,57.2
6.4,77.3,68.7,5.0,76.0
3.4,63.1,69.5,6.6,59.2
6.5,91.7,90.8,6.5,89.9
4.0,92.8,76.4,5.5,85.8
3.9,53.9,38.2,5.0,52.5
8.1,65.0,77.9,8.4,78.7
6.5,96.1,58.2,7.1,86.4
5.3,64.6,69.5,8.3,60.0
3.8,85.9,60.7,9.0,77.2
4.3,63.0,64.0,10.0,71.5
5.3,63.0,66.9,7.3,63.1
1.1,86.0,66.2,8.1,72.9
3.3,89.1,56.6,7.6,68.0
6.4,61.9,60.4,7.9,68.5
5.5,71.8,44.6,6.6,73.5
2.9,45.0,41.5,7.9,42.3
5.7,79.2,50.3,7.4,73.3
6.7,64.5,58.6,5.0,52.1
5.4,80.2,58.5,8.0,60.8
2.1,78.6,69.7,8.1,67.6
8.7,48.8,98.0,5.9,69.7
7.1,72.1,57.1,8.9,78.1
5.6,81.4,50.5,6.1,66.5
3.2,68.8,54.4,5.7,61.5
8.2,69.2,74.4,6.2,76.9
5.4,69.9,74.9,3.7,62.6
1.5,51.2,37.6,5.6,38.1
5.3,76.9,57.7,4.5,62.9
5.0,66.8,69.8,7.2,75.9
7.8,63.5,41.4,8.4,67.8
9.4,91.1,73.1,6.2,83.9
1.5,100.0,60.9,6.4,60.6
